#U   STOTexp(barn)  SEM(1/cm) PSCAT   STOTexp(barn)  SEM(1/cm) PSCAT  Muestra xh=1.0-Aluminio
    0.763819    45.029778     1.500889     0.999056     1.425962     0.085897     0.999985
    0.798995    44.996287     1.499773     0.999092     1.425381     0.085862     0.999986
    0.834171    44.965641     1.498751     0.999128     1.424825     0.085829     0.999986
    0.869347    44.937003     1.497797     0.999162     1.424290     0.085796     0.999987
    0.904523    44.910714     1.496920     0.999195     1.423777     0.085766     0.999987
    0.939698    44.886087     1.496100     0.999226     1.423284     0.085736     0.999988
    0.974874    44.863677     1.495353     0.999257     1.422809     0.085707     0.999988
    1.010050    44.849455     1.494879     0.999286     1.422351     0.085680     0.999989
    1.045226    44.831123     1.494268     0.999314     1.421894     0.085652     0.999989
    1.080402    44.812791     1.493657     0.999341     1.421437     0.085625     0.999990
    1.115578    44.796074     1.493099     0.999367     1.420980     0.085597     0.999990
    1.150754    44.781389     1.492610     0.999392     1.420522     0.085570     0.999990
    1.185930    44.766703     1.492120     0.999416     1.420065     0.085542     0.999991
    1.221105    44.753764     1.491689     0.999439     1.419608     0.085514     0.999991
    1.256281    44.741988     1.491297     0.999461     1.419150     0.085487     0.999992
    1.291457    44.730212     1.490904     0.999482     1.418693     0.085459     0.999992
    1.326633    44.720196     1.490570     0.999503     1.418236     0.085432     0.999992
    1.361809    44.710743     1.490255     0.999522     1.417779     0.085404     0.999992
    1.396985    44.701291     1.489940     0.999541     1.417321     0.085377     0.999993
    1.432161    44.693536     1.489682     0.999559     1.416864     0.085349     0.999993
    1.467337    44.685940     1.489428     0.999577     1.416407     0.085322     0.999993
    1.502513    44.678449     1.489179     0.999593     1.415949     0.085294     0.999994
    1.537688    44.672337     1.488975     0.999609     1.415492     0.085267     0.999994
    1.572864    44.666225     1.488771     0.999625     1.415035     0.085239     0.999994
    1.608040    44.660384     1.488577     0.999640     1.414578     0.085211     0.999994
    1.643216    44.655460     1.488413     0.999654     1.414120     0.085184     0.999995
    1.678392    44.650535     1.488248     0.999668     1.413663     0.085156     0.999995
    1.713568    44.645977     1.488096     0.999681     1.413206     0.085129     0.999995
    1.748744    44.642003     1.487964     0.999693     1.412748     0.085101     0.999995
    1.783920    44.638028     1.487831     0.999706     1.412291     0.085074     0.999995
    1.819095    44.634468     1.487713     0.999717     1.411834     0.085046     0.999996
    1.854271    44.631256     1.487606     0.999728     1.411377     0.085019     0.999996
    1.889447    44.628044     1.487499     0.999739     1.410919     0.084991     0.999996
    1.924623    44.625259     1.487406     0.999750     1.410462     0.084964     0.999996
    1.959799    44.622658     1.487319     0.999759     1.410005     0.084936     0.999996
    1.994975    44.620057     1.487232     0.999769     1.409547     0.084908     0.999996
    2.030151    44.617877     1.487160     0.999778     1.409090     0.084881     0.999997
    2.065327    44.615767     1.487090     0.999787     1.408633     0.084853     0.999997
    2.100503    44.613663     1.487019     0.999795     1.408176     0.084826     0.999997
    2.135678    44.611948     1.486962     0.999804     1.407718     0.084798     0.999997
    2.170854    44.610232     1.486905     0.999811     1.407261     0.084771     0.999997
    2.206030    44.608572     1.486850     0.999819     1.406804     0.084743     0.999997
